nwp_globalirrad,nwp_directirrad,nwp_temperature,nwp_humidity,nwp_windspeed,lmd_diffuseirrad,lmd_pressure,lmd_totalirrad,lmd_temperature,date_time,predicted_pv,predicted_load,demand,predicted_USEP,predicted_cost
0.0,0.0,25.455,87.875,1.22,0.0,100.705,0.0,25.455,2021-08-16 02:30:00,1.1447113e-12,16.748552,5048.804,59.15941311214245,990.834506798132
0.0,0.0,25.42,87.57,1.18,0.0,100.7,0.0,25.42,2021-08-16 03:00:00,1.1336971e-12,16.535095,5019.536,59.02747524107364,976.0249107212335
0.0,0.0,25.375,87.415,1.16,0.0,100.705,0.0,25.375,2021-08-16 03:30:00,2.8978144e-12,16.535095,4984.314,58.49858627038127,967.2796813462802
0.0,0.0,25.33,87.26,1.14,0.0,100.71,0.0,25.33,2021-08-16 04:00:00,3.5332095e-12,16.361288,4967.575,58.585944408735685,958.541509223107
0.0,0.0,25.285,87.24,1.155,0.0,100.73,0.0,25.285,2021-08-16 04:30:00,7.367209e-13,16.415424,4973.608,58.585041249098595,961.6982921614001
0.0,0.0,25.24,87.22,1.17,0.0,100.75,0.0,25.24,2021-08-16 05:00:00,8.756761e-12,16.542036,4995.392,58.35012132182649,965.2298075095104
0.05,0.06,25.4,87.905,1.17,0.055,100.78,0.05,25.4,2021-08-16 05:30:00,1.7125705e-13,16.569637,5042.453,58.62156989487556,971.3381335282063
0.1,0.12,25.56,88.59,1.17,0.11,100.81,0.1,25.56,2021-08-16 06:00:00,3.4080642e-12,16.657862,5098.042,59.134191560873454,985.0492025023932
0.31,0.425,26.34,85.915,1.335,0.26,100.85,0.31,26.34,2021-08-16 06:30:00,1.1078878e-11,17.262964,5121.257,57.856654819297454,998.7773493053176
0.52,0.73,27.12,83.24,1.5,0.41,100.89,0.52,27.12,2021-08-16 07:00:00,9.20136e-14,15.166629,5125.953,58.30937773756881,884.3566993665602
0.845,1.135,27.615,79.78,1.595,0.605,100.92,0.845,27.615,2021-08-16 07:30:00,6.408377e-13,14.327585,5181.821,60.59565842597593,868.1894467290974
1.17,1.54,28.11,76.32,1.69,0.8,100.95,1.17,28.11,2021-08-16 08:00:00,3.8266057e-11,16.854486,5251.501,66.41742522127407,1119.4315635454693
1.335,1.875,28.405,74.92,1.66,0.92,100.96,1.335,28.405,2021-08-16 08:30:00,6.226715e-13,17.370558,5334.534,73.17050212370977,1271.0124510289781
1.5,2.21,28.7,73.52,1.63,1.04,100.97,1.5,28.7,2021-08-16 09:00:00,7.462444e-13,18.15014,5421.092,60.663960507049644,1101.0593761573768
1.74,2.46,29.03,72.445,1.655,1.155,100.96,1.74,29.03,2021-08-16 09:30:00,1.5762207e-12,18.325487,5492.565,60.76745889974048,1113.5932780901326
1.98,2.71,29.36,71.37,1.68,1.27,100.95,1.98,29.36,2021-08-16 10:00:00,1.7531311e-11,18.500532,5553.517,61.279684676094604,1133.7067672989235
2.005,2.865,29.58,70.705,1.74,1.335,100.92,2.005,29.58,2021-08-16 10:30:00,1.7922185e-11,18.492203,5606.259,61.17759277606082,1131.3084646651537
2.03,3.02,29.8,70.04,1.8,1.4,100.89,2.03,29.8,2021-08-16 11:00:00,3.318907e-13,18.557423,5581.374,60.35811038941895,1120.0909859771223
2.09,3.215,29.9,69.8,1.875,1.44,100.855,2.09,29.9,2021-08-16 11:30:00,4.307295e-11,18.557423,5576.608,56.037783600992846,1039.9168542636737
2.15,3.41,30.0,69.56,1.95,1.48,100.82,2.15,30.0,2021-08-16 12:00:00,7.213922e-12,18.557423,5578.333,62.2760257964897,1155.682553463922
2.205,3.285,29.985,69.595,2.03,1.46,100.785,2.205,29.985,2021-08-16 12:30:00,1.2811291e-11,18.557423,5576.792,59.00298832733547,1094.943412653671
2.26,3.16,29.97,69.63,2.11,1.44,100.75,2.26,29.97,2021-08-16 13:00:00,1.33775e-11,18.60561,5563.224,54.66266935878757,1017.0323076478203
2.02,2.91,29.845,70.005,2.185,1.19,100.725,2.02,29.845,2021-08-16 13:30:00,1.0718045e-11,18.612568,5559.064,61.60813160046567,1146.6855387659557
1.78,2.66,29.72,70.38,2.26,0.94,100.7,1.78,29.72,2021-08-16 14:00:00,2.3302321e-12,18.747295,5586.27,55.850172748356876,1047.039664314277
1.46,2.305,29.485,71.455,2.33,0.75,100.69,1.46,29.485,2021-08-16 14:30:00,1.0880514e-12,18.86165,5597.885,61.21499177677693,1154.615749646378
1.14,1.95,29.25,72.53,2.4,0.56,100.68,1.14,29.25,2021-08-16 15:00:00,1.2542165e-11,19.064867,5634.941,61.70034296623446,1176.3088325048716
0.89,1.54,28.92,74.72,2.335,0.485,100.695,0.89,28.92,2021-08-16 15:30:00,2.1338606e-11,19.072805,5646.953,61.17857004779329,1166.8469366990967
0.64,1.13,28.59,76.91,2.27,0.41,100.71,0.64,28.59,2021-08-16 16:00:00,6.424425e-12,19.140064,5648.191,65.40874742247053,1251.9276118255007
0.425,0.735,28.16,79.42,2.175,0.295,100.74,0.425,28.16,2021-08-16 16:30:00,9.324301e-15,19.040466,5643.663,60.164656027344655,1145.5630874903502
0.21,0.34,27.73,81.93,2.08,0.18,100.77,0.21,27.73,2021-08-16 17:00:00,1.3606942e-11,18.98603,5664.512,61.44588585123108,1166.6134321472127
0.105,0.17,27.275,84.68,1.935,0.09,100.81,0.105,27.275,2021-08-16 17:30:00,6.943982e-12,18.82937,5698.289,62.928077440487854,1184.8960535151618
0.0,0.0,26.82,87.43,1.79,0.0,100.85,0.0,26.82,2021-08-16 18:00:00,2.145601e-12,18.847532,5751.642,63.931210816197265,1204.945541656887
0.0,0.0,26.655,87.945,1.77,0.0,100.905,0.0,26.655,2021-08-16 18:30:00,1.2208705e-11,18.856133,5842.503,64.40934472915707,1214.5111706550483
0.0,0.0,26.49,88.46,1.75,0.0,100.96,0.0,26.49,2021-08-16 19:00:00,4.237846e-12,16.582521,5914.359,66.05507879535988,1095.35973128043
0.0,0.0,26.365,88.795,1.715,0.0,100.99,0.0,26.365,2021-08-16 19:30:00,4.349272e-12,16.51111,5953.846,65.87509946228768,1087.6710134824862
0.0,0.0,26.24,89.13,1.68,0.0,101.02,0.0,26.24,2021-08-16 20:00:00,9.74076e-12,18.68166,5984.407,68.05881135276115,1271.451573695761
0.0,0.0,26.135,89.38,1.625,0.0,101.045,0.0,26.135,2021-08-16 20:30:00,1.1495429e-11,18.746006,6013.014,69.16142432946657,1296.5004754479312
0.0,0.0,26.03,89.63,1.57,0.0,101.07,0.0,26.03,2021-08-16 21:00:00,5.3993004e-12,18.607515,5993.864,67.64678516545692,1258.7385696676517
0.0,0.0,25.925,89.785,1.51,0.0,101.07,0.0,25.925,2021-08-16 21:30:00,3.3215052e-12,18.569998,5932.028,68.10211306439881,1264.6561034014335
0.0,0.0,25.82,89.94,1.45,0.0,101.07,0.0,25.82,2021-08-16 22:00:00,7.132931e-14,18.357048,5821.102,64.76260930430823,1188.850327604428
0.0,0.0,25.75,89.77,1.405,0.0,101.055,0.0,25.75,2021-08-16 22:30:00,4.670822e-13,18.021305,5741.483,64.31726675298653,1159.0810809219001
0.0,0.0,25.68,89.6,1.36,0.0,101.04,0.0,25.68,2021-08-16 23:00:00,2.3454643e-12,18.01307,5665.641,64.34338313606688,1159.0218644666413
0.0,0.0,25.63,89.345,1.305,0.0,101.0,0.0,25.63,2021-08-16 23:30:00,1.6284965e-12,17.845255,5511.377,64.77719476116845,1155.9655586976098
0.0,0.0,25.58,89.09,1.25,0.0,100.96,0.0,25.58,2021-08-17 00:00:00,1.37906206e-11,17.607435,5330.777,65.69291833154432,1156.683789482069
0.0,0.0,25.53,88.855,1.19,0.0,100.915,0.0,25.53,2021-08-17 00:30:00,5.5409654e-13,17.357992,5239.771,64.43052388061845,1118.3845180755484
0.0,0.0,25.48,88.62,1.13,0.0,100.87,0.0,25.48,2021-08-17 01:00:00,1.7739006e-12,17.049965,5189.221,63.04874290369085,1074.9788598018156
0.0,0.0,25.455,88.335,1.075,0.0,100.84,0.0,25.455,2021-08-17 01:30:00,2.6244404e-13,17.227215,5136.793,61.02096421687771,1051.2212700714429
0.0,0.0,25.43,88.05,1.02,0.0,100.81,0.0,25.43,2021-08-17 02:00:00,4.0884757e-12,17.309547,5091.422,59.970306230378284,1038.0588342988804
0.0,0.0,25.395,87.98,1.005,0.0,100.8,0.0,25.395,2021-08-17 02:30:00,1.3008064e-13,17.317356,5056.478,59.728664510209285,1034.3425467278519
0.0,0.0,25.36,87.91,0.99,0.0,100.79,0.0,25.36,2021-08-17 03:00:00,1.0107958e-12,17.244322,5010.083,58.69281546871835,1012.1178090291007
0.0,0.0,25.345,87.825,0.98,0.0,100.795,0.0,25.345,2021-08-17 03:30:00,1.1540157e-11,17.244322,4995.869,58.73744143496063,1012.8873535599254
0.0,0.0,25.33,87.74,0.97,0.0,100.8,0.0,25.33,2021-08-17 04:00:00,8.197974e-12,16.98077,4991.664,58.346504648621334,990.7685757416913
0.0,0.0,25.32,87.635,0.96,0.0,100.82,0.0,25.32,2021-08-17 04:30:00,1.9567208e-12,16.98077,5019.019,58.42671650819429,992.1306348807359
0.0,0.0,25.31,87.53,0.95,0.0,100.84,0.0,25.31,2021-08-17 05:00:00,2.4326357e-11,17.063528,5089.583,59.79916217074782,1020.3846780756417
0.03,0.06,25.415,88.1,0.935,0.04,100.865,0.03,25.415,2021-08-17 05:30:00,2.4609902e-12,17.198486,5225.781,63.04059122737545,1084.2027256555843
0.06,0.12,25.52,88.67,0.92,0.08,100.89,0.06,25.52,2021-08-17 06:00:00,2.080942e-11,17.103909,5401.565,64.38077156497494,1101.1628581957793
0.205,0.42,25.975,87.865,1.075,0.195,100.92,0.205,25.975,2021-08-17 06:30:00,4.61652e-13,16.899982,5591.2,66.19668641836019,1118.7228089299012
0.35,0.72,26.43,87.06,1.23,0.31,100.95,0.35,26.43,2021-08-17 07:00:00,2.460461e-11,14.867709,5820.769,67.32867168902895,1001.0230980273643
0.45,1.115,26.985,84.05,1.33,0.345,100.97,0.45,26.985,2021-08-17 07:30:00,4.0571e-12,14.197762,6071.153,70.65581513542112,1003.1544472084203
0.55,1.51,27.54,81.04,1.43,0.38,100.99,0.55,27.54,2021-08-17 08:00:00,1.3271743e-12,16.657606,6288.685,69.02492456177292,1149.7899975296443
0.62,1.875,27.92,77.845,1.415,0.435,100.995,0.62,27.92,2021-08-17 08:30:00,3.1993885e-12,16.980469,6437.551,72.59077789594157,1232.6254537476887
0.69,2.24,28.3,74.65,1.4,0.49,101.0,0.69,28.3,2021-08-17 09:00:00,5.0832333e-12,17.213821,6513.388,72.54599067803404,1248.7936977989777
0.73,2.53,28.56,72.815,1.2,0.53,100.995,0.73,28.56,2021-08-17 09:30:00,2.0159083e-13,17.221077,6557.288,72.69583282625713,1251.900534680087
0.77,2.82,28.82,70.98,1.0,0.57,100.99,0.77,28.82,2021-08-17 10:00:00,6.6475514e-12,17.043505,6571.592,70.19782606157135,1196.4169994690549
0.96,3.0,29.025,69.59,0.77,0.695,100.97,0.96,29.025,2021-08-17 10:30:00,3.4323493e-13,17.026976,6570.002,78.7895046483197,1341.547004698801
1.15,3.18,29.23,68.2,0.54,0.82,100.95,1.15,29.23,2021-08-17 11:00:00,2.0565688e-11,16.960815,6565.941,70.06899882056886,1188.4273262294457
1.28,3.225,29.3,68.575,0.575,0.905,100.91,1.28,29.3,2021-08-17 11:30:00,1.1164918e-11,16.952747,6541.176,73.05696259835729,1238.516203517598
1.41,3.27,29.37,68.95,0.61,0.99,100.87,1.41,29.37,2021-08-17 12:00:00,2.51304e-12,16.879908,6477.495,69.40536110122174,1171.5561100952275
1.515,3.16,29.205,69.995,0.77,1.075,100.825,1.515,29.205,2021-08-17 12:30:00,5.9483113e-12,17.090046,6453.957,68.47426996365328,1170.2284234948459
1.62,3.05,29.04,71.04,0.93,1.16,100.78,1.62,29.04,2021-08-17 13:00:00,5.7923054e-12,17.153606,6461.169,69.37518300563029,1190.034555456076
1.535,2.795,28.925,71.645,1.025,1.12,100.735,1.535,28.925,2021-08-17 13:30:00,3.6908063e-12,17.231998,6492.027,68.21057064570311,1175.404416945363
1.45,2.54,28.81,72.25,1.12,1.08,100.69,1.45,28.81,2021-08-17 14:00:00,1.0881255e-13,17.372917,6517.434,67.81052400022745,1178.066605182452
1.285,2.18,28.765,72.025,1.16,0.985,100.67,1.285,28.765,2021-08-17 14:30:00,2.9579744e-12,17.445885,6537.061,67.89831337770673,1184.5461668812322
1.12,1.82,28.72,71.8,1.2,0.89,100.65,1.12,28.72,2021-08-17 15:00:00,1.9377236e-12,17.258617,6574.877,63.73058656428608,1099.901784698236
0.885,1.425,28.62,72.435,1.225,0.74,100.645,0.885,28.62,2021-08-17 15:30:00,3.6020987e-12,17.18617,6568.824,67.54025530490887,1160.7583095133223
0.65,1.03,28.52,73.07,1.25,0.59,100.64,0.65,28.52,2021-08-17 16:00:00,7.801107e-12,17.31786,6567.959,71.07790761995669,1230.9172532547886
0.415,0.675,28.135,75.01,1.27,0.375,100.655,0.415,28.135,2021-08-17 16:30:00,1.1181899e-12,17.34917,6582.119,69.34788161162636,1203.1281872199022
0.18,0.32,27.75,76.95,1.29,0.16,100.67,0.18,27.75,2021-08-17 17:00:00,3.8439756e-13,17.356455,6564.306,72.88796817263112,1265.0767396296762
0.09,0.16,27.32,80.635,1.24,0.08,100.695,0.09,27.32,2021-08-17 17:30:00,9.586318e-13,17.280903,6498.056,70.67029364291605,1221.246489424681
0.0,0.0,26.89,84.32,1.19,0.0,100.72,0.0,26.89,2021-08-17 18:00:00,1.8754045e-11,17.142033,6439.693,71.16103001168567,1219.8447247729716
0.0,0.0,26.705,85.275,1.235,0.0,100.75,0.0,26.705,2021-08-17 18:30:00,2.0076222e-11,17.187569,6420.141,69.7182328470602,1198.2869376155138
0.0,0.0,26.52,86.23,1.28,0.0,100.78,0.0,26.52,2021-08-17 19:00:00,1.7535926e-11,15.304647,6375.446,70.36168864413334,1076.8608070211353
0.0,0.0,26.39,86.525,1.285,0.0,100.81,0.0,26.39,2021-08-17 19:30:00,2.5073377e-12,15.251953,6315.647,67.27469443364721,1026.0704775911802
0.0,0.0,26.26,86.82,1.29,0.0,100.84,0.0,26.26,2021-08-17 20:00:00,1.004324e-11,17.708923,6274.784,67.51121285316898,1195.5508700527016
0.0,0.0,26.175,86.835,1.26,0.0,100.865,0.0,26.175,2021-08-17 20:30:00,6.9354407e-13,17.573193,6244.606,65.66971228412122,1154.0265282232874
0.0,0.0,26.09,86.85,1.23,0.0,100.89,0.0,26.09,2021-08-17 21:00:00,2.0065712e-13,17.661085,6165.071,63.57860151646475,1122.8670855634002
0.0,0.0,26.045,86.69,1.18,0.0,100.9,0.0,26.045,2021-08-17 21:30:00,1.5618418e-11,17.63688,6043.49,65.28196752750873,1151.3702274455486
0.0,0.0,26.0,86.53,1.13,0.0,100.91,0.0,26.0,2021-08-17 22:00:00,2.8578767e-12,17.699022,5895.14,62.51541346201303,1106.4616782030862
0.0,0.0,25.92,86.625,1.095,0.0,100.9,0.0,25.92,2021-08-17 22:30:00,1.6140991e-11,17.573912,5756.239,61.364262919879366,1078.4101564978325
0.0,0.0,25.84,86.72,1.06,0.0,100.89,0.0,25.84,2021-08-17 23:00:00,2.7140586e-12,17.270758,5618.575,59.85685562778258,1033.7732681882085
0.0,0.0,25.73,87.14,1.07,0.0,100.86,0.0,25.73,2021-08-17 23:30:00,4.2696424e-12,17.270758,5455.186,59.040368273314186,1019.6719126790351
0.0,0.0,25.62,87.56,1.08,0.0,100.83,0.0,25.62,2021-08-18 00:00:00,2.4435872e-11,17.234585,5296.007,61.01367051303092,1051.5452906173339
0.0,0.0,25.505,88.11,1.13,0.0,100.795,0.0,25.505,2021-08-18 00:30:00,7.2974233e-13,17.139475,5198.754,59.27866098471536,1016.0051279809611
0.0,0.0,25.39,88.66,1.18,0.0,100.76,0.0,25.39,2021-08-18 01:00:00,1.1983602e-11,17.058788,5161.35,59.11274461194339,1008.3917784325762
0.0,0.0,25.3,89.09,1.24,0.0,100.735,0.0,25.3,2021-08-18 01:30:00,2.939783e-13,17.456575,5105.745,58.12613567616779,1014.6832468911816
0.0,0.0,25.21,89.52,1.3,0.0,100.71,0.0,25.21,2021-08-18 02:00:00,1.5380932e-12,17.408262,5056.821,57.84861779775695,1007.0438949611271
0.0,0.0,25.14,89.81,1.335,0.0,100.695,0.0,25.14,2021-08-18 02:30:00,6.402674e-12,17.483343,5011.315,56.95520084300401,995.7673119717637
0.0,0.0,25.07,90.1,1.37,0.0,100.68,0.0,25.07,2021-08-18 03:00:00,2.454596e-12,16.908844,4975.631,56.531814441703126,955.8876314315664
0.0,0.0,25.03,90.27,1.37,0.0,100.69,0.0,25.03,2021-08-18 03:30:00,1.2298886e-13,16.908844,4972.515,56.79480575677189,960.3345105515507
0.0,0.0,24.99,90.44,1.37,0.0,100.7,0.0,24.99,2021-08-18 04:00:00,9.257274e-13,16.73656,4989.0,57.1079177637407,955.7900921278591
0.0,0.0,24.97,90.47,1.35,0.0,100.725,0.0,24.97,2021-08-18 04:30:00,1.0040634e-11,16.898798,5023.76,56.85644732748154,960.8056183841795
0.0,0.0,24.95,90.5,1.33,0.0,100.75,0.0,24.95,2021-08-18 05:00:00,3.987152e-12,16.969923,5092.714,57.532267000585975,976.3181410151557
0.025,0.065,25.13,90.6,1.28,0.035,100.785,0.025,25.13,2021-08-18 05:30:00,2.1637195e-13,16.8914,5218.962,59.423653064128416,1003.7486933674058
0.05,0.13,25.31,90.7,1.23,0.07,100.82,0.05,25.31,2021-08-18 06:00:00,9.353398e-13,16.907011,5378.439,60.332688139051925,1020.045422026464
0.155,0.465,25.74,89.46,1.295,0.155,100.855,0.155,25.74,2021-08-18 06:30:00,2.6379681e-11,16.892626,5559.79,64.28650871810608,1085.9679486190096
0.26,0.8,26.17,88.22,1.36,0.24,100.89,0.26,26.17,2021-08-18 07:00:00,2.1699365e-12,14.406494,5771.412,61.817271605760034,890.5701524846181
0.33,1.21,26.61,86.415,1.27,0.285,100.92,0.33,26.61,2021-08-18 07:30:00,5.3799946e-12,14.037069,6014.679,64.0149755796257,898.5826292441765
0.4,1.62,27.05,84.61,1.18,0.33,100.95,0.4,27.05,2021-08-18 08:00:00,4.1135216e-12,16.212093,6206.173,63.1783462144776,1024.2532244150489
0.5,1.995,27.285,82.54,1.075,0.395,100.96,0.5,27.285,2021-08-18 08:30:00,1.054381e-11,16.61076,6339.314,70.5541430819034,1171.9579377384139
0.6,2.37,27.52,80.47,0.97,0.46,100.97,0.6,27.52,2021-08-18 09:00:00,1.4389554e-13,16.738258,6446.497,70.8627395449262,1186.118817089767
0.77,2.645,27.635,79.155,0.955,0.53,100.95,0.77,27.635,2021-08-18 09:30:00,1.1834775e-11,16.738258,6520.431,70.76431879714897,1184.4714252200915
0.94,2.92,27.75,77.84,0.94,0.6,100.93,0.94,27.75,2021-08-18 10:00:00,6.8510232e-12,16.546661,6564.594,70.37933407006906,1164.542982262701
1.08,3.07,27.75,77.945,1.02,0.625,100.9,1.08,27.75,2021-08-18 10:30:00,3.7372124e-12,16.607725,6570.26,71.84518193467997,1193.1850241458642
1.22,3.22,27.75,78.05,1.1,0.65,100.87,1.22,27.75,2021-08-18 11:00:00,1.0406512e-11,16.520775,6588.187,78.0171075757267,1288.9030804085644
1.09,3.24,27.73,78.255,1.225,0.665,100.83,1.09,27.73,2021-08-18 11:30:00,1.29322525e-11,16.520775,6572.124,71.43372825184206,1180.1405518589022
0.96,3.26,27.71,78.46,1.35,0.68,100.79,0.96,27.71,2021-08-18 12:00:00,2.550175e-13,16.522463,6552.473,69.88684962503248,1154.7028871161451
1.01,3.14,27.63,78.905,1.445,0.685,100.75,1.01,27.63,2021-08-18 12:30:00,1.7750622e-11,16.545639,6532.583,69.73490343670686,1153.8085379623733
1.06,3.02,27.55,79.35,1.54,0.69,100.71,1.06,27.55,2021-08-18 13:00:00,3.60568e-12,16.475325,6545.723,70.52515715050257,1161.9248847303495
1.1,2.77,27.46,79.925,1.59,0.775,100.68,1.1,27.46,2021-08-18 13:30:00,3.6700084e-11,16.607985,6562.383,71.21075702089892,1182.6671844391205
1.14,2.52,27.37,80.5,1.64,0.86,100.65,1.14,27.37,2021-08-18 14:00:00,7.8371906e-14,16.569702,6573.873,71.32647220513056,1181.8583891502906
1.05,2.17,27.23,81.305,1.675,0.82,100.635,1.05,27.23,2021-08-18 14:30:00,1.3814657e-11,16.427711,6583.341,72.06220331353708,1183.817050057034
0.96,1.82,27.09,82.11,1.71,0.78,100.62,0.96,27.09,2021-08-18 15:00:00,1.6258562e-11,16.373634,6540.371,70.80732541242199,1159.3732308207454
0.73,1.42,26.905,82.905,1.645,0.62,100.625,0.73,26.905,2021-08-18 15:30:00,5.9167528e-12,16.318748,6503.394,71.42655567377632,1165.5919625479034
0.5,1.02,26.72,83.7,1.58,0.46,100.63,0.5,26.72,2021-08-18 16:00:00,3.0238395e-11,16.29939,6475.925,71.36641100933012,1163.2289659392072
0.31,0.66,26.51,84.41,1.455,0.285,100.64,0.31,26.51,2021-08-18 16:30:00,3.1754398e-13,16.411486,6466.81,69.98809904940103,1148.608707715836
0.12,0.3,26.3,85.12,1.33,0.11,100.65,0.12,26.3,2021-08-18 17:00:00,5.5536413e-13,16.832209,6428.471,70.25624798131368,1182.5678495772609
0.06,0.15,26.09,86.76,1.185,0.055,100.685,0.06,26.09,2021-08-18 17:30:00,2.4772567e-12,16.739464,6346.317,64.6609496957642,1082.3896396378957
0.0,0.0,25.88,88.4,1.04,0.0,100.72,0.0,25.88,2021-08-18 18:00:00,2.1158658e-11,16.611141,6302.407,65.0989436955736,1081.3677326768566
0.0,0.0,25.82,88.27,1.015,0.0,100.75,0.0,25.82,2021-08-18 18:30:00,7.514525e-12,16.636072,6297.099,64.09808910254239,1066.3404253718288
0.0,0.0,25.76,88.14,0.99,0.0,100.78,0.0,25.76,2021-08-18 19:00:00,6.3132884e-12,14.730989,6285.007,65.33558496318389,962.4577834008147
0.0,0.0,25.66,88.345,0.995,0.0,100.8,0.0,25.66,2021-08-18 19:30:00,6.1462333e-12,14.730989,6269.466,63.96575707439539,942.2788638391975
0.0,0.0,25.56,88.55,1.0,0.0,100.82,0.0,25.56,2021-08-18 20:00:00,1.037785e-11,17.15429,6243.503,66.21442678056653,1135.8614791769173
0.0,0.0,25.47,88.785,1.06,0.0,100.83,0.0,25.47,2021-08-18 20:30:00,3.1285293e-13,17.491869,6212.38,65.24343154568716,1141.229557707607
0.0,0.0,25.38,89.02,1.12,0.0,100.84,0.0,25.38,2021-08-18 21:00:00,1.1234087e-11,17.94713,6148.238,62.30855689486825,1118.259770703897
0.0,0.0,25.3,89.275,1.19,0.0,100.84,0.0,25.3,2021-08-18 21:30:00,3.111927e-12,17.987215,6030.19,62.729270355840306,1128.3248726834308
0.0,0.0,25.22,89.53,1.26,0.0,100.84,0.0,25.22,2021-08-18 22:00:00,4.2580453e-12,17.918427,5884.162,62.15617543072171,1113.7408920543157
0.0,0.0,25.14,89.845,1.33,0.0,100.825,0.0,25.14,2021-08-18 22:30:00,4.231877e-12,18.088121,5746.498,61.02912559030253,1103.9022082013303
0.0,0.0,25.06,90.16,1.4,0.0,100.81,0.0,25.06,2021-08-18 23:00:00,3.2313076e-13,17.814339,5612.193,59.75086045859785,1064.4220837511382
0.0,0.0,24.99,90.51,1.465,0.0,100.775,0.0,24.99,2021-08-18 23:30:00,2.8359882e-12,18.098063,5480.26,58.069970229371904,1050.9539796191325
0.0,0.0,24.92,90.86,1.53,0.0,100.74,0.0,24.92,2021-08-19 00:00:00,6.343894e-14,17.897842,5347.889,60.62851688166145,1085.1196158423054
0.0,0.0,24.87,91.095,1.58,0.0,100.705,0.0,24.87,2021-08-19 00:30:00,1.5875601e-11,17.777681,5250.074,59.5996840150258,1059.5441701189818
0.0,0.0,24.82,91.33,1.63,0.0,100.67,0.0,24.82,2021-08-19 01:00:00,9.166283e-12,17.72788,5171.503,59.83342648768594,1060.7198047619693
0.0,0.0,24.765,91.505,1.645,0.0,100.64,0.0,24.765,2021-08-19 01:30:00,2.691057e-13,17.813719,5107.331,59.31524981365606,1056.6251925952554
0.0,0.0,24.71,91.68,1.66,0.0,100.61,0.0,24.71,2021-08-19 02:00:00,1.3035422e-11,17.578424,5059.152,58.43258188511541,1027.1526997905162
0.0,0.0,24.675,91.715,1.67,0.0,100.605,0.0,24.675,2021-08-19 02:30:00,4.6742293e-12,17.578424,5023.497,57.14200029018459,1004.4663093087205
0.0,0.0,24.64,91.75,1.68,0.0,100.6,0.0,24.64,2021-08-19 03:00:00,1.4171957e-12,16.847155,4987.111,56.288678752245964,948.3040956842146
0.0,0.0,24.6,91.845,1.735,0.0,100.605,0.0,24.6,2021-08-19 03:30:00,2.81576e-12,16.847155,4969.224,53.930489318163495,908.5753127687929
0.0,0.0,24.56,91.94,1.79,0.0,100.61,0.0,24.56,2021-08-19 04:00:00,4.5004295e-12,16.351673,4962.232,53.75500741719674,878.9843033983337
0.0,0.0,24.535,91.975,1.855,0.0,100.635,0.0,24.535,2021-08-19 04:30:00,2.2596574e-13,16.157007,4995.471,54.72166254847006,884.1382848472562
0.0,0.0,24.51,92.01,1.92,0.0,100.66,0.0,24.51,2021-08-19 05:00:00,8.8145906e-12,16.039701,5064.922,56.75850111502044,910.3893870925941
0.03,0.06,24.615,91.8,2.015,0.035,100.7,0.03,24.615,2021-08-19 05:30:00,2.0719319e-11,16.03076,5195.374,59.06718397931565,946.8918502470303
0.06,0.12,24.72,91.59,2.11,0.07,100.74,0.06,24.72,2021-08-19 06:00:00,4.5213455e-12,16.228464,5354.802,59.600943175327785,967.231760686583
0.095,0.445,25.02,90.755,2.315,0.09,100.785,0.095,25.02,2021-08-19 06:30:00,2.3708193e-11,16.303051,5523.31,61.37912785114715,1000.6670516913173
0.13,0.77,25.32,89.92,2.52,0.11,100.83,0.13,25.32,2021-08-19 07:00:00,1.8331053e-13,13.948347,5732.577,59.68011231556018,832.438915576396
0.3,1.18,25.545,88.96,2.615,0.245,100.865,0.3,25.545,2021-08-19 07:30:00,1.9241483e-12,13.893014,5962.469,62.18262813084701,863.9041231785317
0.47,1.59,25.77,88.0,2.71,0.38,100.9,0.47,25.77,2021-08-19 08:00:00,6.0487635e-12,16.326614,6157.601,61.76795930202124,1008.4616290914364
0.79,1.975,25.97,86.72,2.785,0.585,100.91,0.79,25.97,2021-08-19 08:30:00,5.484881e-12,16.412626,6288.854,62.161684321622694,1020.236476300516
1.11,2.36,26.17,85.44,2.86,0.79,100.92,1.11,26.17,2021-08-19 09:00:00,1.4266611e-12,16.79331,6379.348,64.74155394708328,1087.2249853150006
1.565,2.64,26.385,84.24,2.82,0.955,100.9,1.565,26.385,2021-08-19 09:30:00,2.0451895e-11,16.973331,6432.472,64.14267004984679,1088.7147699785241
2.02,2.92,26.6,83.04,2.78,1.12,100.88,2.02,26.6,2021-08-19 10:00:00,9.700443e-14,17.101166,6458.172,64.78463149902353,1107.892737513624
2.365,3.065,26.81,81.935,2.72,1.2,100.845,2.365,26.81,2021-08-19 10:30:00,5.47584e-12,17.10367,6450.478,64.58755499898955,1104.684226809214
2.71,3.21,27.02,80.83,2.66,1.28,100.81,2.71,27.02,2021-08-19 11:00:00,2.9774956e-13,17.068533,6454.295,64.99101497023179,1109.3012837228757
2.705,3.29,27.185,79.95,2.605,1.18,100.76,2.705,27.185,2021-08-19 11:30:00,1.9258924e-12,16.977081,6429.067,65.07231155286131,1104.7379040900369
2.7,3.37,27.35,79.07,2.55,1.08,100.71,2.7,27.35,2021-08-19 12:00:00,2.4194097e-12,16.96073,6426.871,64.22106611285764,1089.2361626521727
