INFORMATION TYPE,DATE,PERIOD,USEP ($/MWh),LCP ($/MWh),DEMAND (MW),TCL (MW)
USEP,10 Aug 2020,4,59.97,0.0,5401.704,0.0
USEP,10 Aug 2020,5,71.04,0.0,5344.171,0.0
USEP,10 Aug 2020,6,67.91,0.0,5291.137,0.0
USEP,10 Aug 2020,7,70.83,0.0,5247.167,0.0
USEP,10 Aug 2020,8,70.83,0.0,5211.761,0.0
USEP,10 Aug 2020,9,70.81,0.0,5188.909,0.0
USEP,10 Aug 2020,10,70.71,0.0,5188.998,0.0
USEP,10 Aug 2020,11,70.81,0.0,5208.113,0.0
USEP,10 Aug 2020,12,70.75,0.0,5255.512,0.0
USEP,10 Aug 2020,13,74.12,0.0,5311.956,0.0
USEP,10 Aug 2020,14,75.79,0.0,5335.951,0.0
USEP,10 Aug 2020,15,75.71,0.0,5348.992,0.0
USEP,10 Aug 2020,16,75.79,0.0,5416.515,0.0
USEP,10 Aug 2020,17,68.5,0.0,5505.547,0.0
USEP,10 Aug 2020,18,69.33,0.0,5570.898,0.0
USEP,10 Aug 2020,19,66.43,0.0,5652.376,0.0
USEP,10 Aug 2020,20,70.7,0.0,5738.839,0.0
USEP,10 Aug 2020,21,73.07,0.0,5815.387,0.0
USEP,10 Aug 2020,22,74.56,0.0,5846.589,0.0
USEP,10 Aug 2020,23,66.46,0.0,5847.926,0.0
USEP,10 Aug 2020,24,62.62,0.0,5840.113,0.0
USEP,10 Aug 2020,25,62.62,0.0,5856.429,0.0
USEP,10 Aug 2020,26,62.62,0.0,5854.173,0.0
USEP,10 Aug 2020,27,62.62,0.0,5868.765,0.0
USEP,10 Aug 2020,28,62.62,0.0,5893.197,0.0
USEP,10 Aug 2020,29,62.61,0.0,5902.133,0.0
USEP,10 Aug 2020,30,62.62,0.0,5901.865,0.0
USEP,10 Aug 2020,31,62.61,0.0,5921.81,0.0
USEP,10 Aug 2020,32,62.72,0.0,5952.857,0.0
USEP,10 Aug 2020,33,64.31,0.0,5977.722,0.0
USEP,10 Aug 2020,34,64.51,0.0,5988.502,0.0
USEP,10 Aug 2020,35,67.79,0.0,6011.2,0.0
USEP,10 Aug 2020,36,69.18,0.0,6041.9,0.0
USEP,10 Aug 2020,37,69.49,0.0,6060.438,0.0
USEP,10 Aug 2020,38,76.11,0.0,6149.048,0.0
USEP,10 Aug 2020,39,78.62,0.0,6217.43,0.0
USEP,10 Aug 2020,40,78.95,0.0,6232.136,0.0
USEP,10 Aug 2020,41,78.75,0.0,6229.87,0.0
USEP,10 Aug 2020,42,78.96,0.0,6242.623,0.0
USEP,10 Aug 2020,43,79.2,0.0,6236.565,0.0
USEP,10 Aug 2020,44,73.39,0.0,6175.871,0.0
USEP,10 Aug 2020,45,69.63,0.0,6090.889,0.0
USEP,10 Aug 2020,46,67.77,0.0,6009.669,0.0
USEP,10 Aug 2020,47,67.86,0.0,5925.174,0.0
USEP,10 Aug 2020,48,62.68,0.0,5818.225,0.0
USEP,11 Aug 2020,1,67.49,0.0,5680.427,0.0
USEP,11 Aug 2020,2,66.48,0.0,5560.347,0.0
USEP,11 Aug 2020,3,63.61,0.0,5486.905,0.0
USEP,11 Aug 2020,4,62.59,0.0,5430.918,0.0
USEP,11 Aug 2020,5,61.91,0.0,5383.469,0.0
USEP,11 Aug 2020,6,60.98,0.0,5315.559,0.0
USEP,11 Aug 2020,7,60.79,0.0,5279.099,0.0
USEP,11 Aug 2020,8,60.87,0.0,5261.391,0.0
USEP,11 Aug 2020,9,61.05,0.0,5281.997,0.0
USEP,11 Aug 2020,10,61.37,0.0,5304.645,0.0
USEP,11 Aug 2020,11,63.52,0.0,5374.563,0.0
USEP,11 Aug 2020,12,64.51,0.0,5497.213,0.0
USEP,11 Aug 2020,13,66.66,0.0,5650.398,0.0
USEP,11 Aug 2020,14,68.57,0.0,5826.704,0.0
USEP,11 Aug 2020,15,67.69,0.0,6018.342,0.0
USEP,11 Aug 2020,16,71.09,0.0,6256.822,0.0
USEP,11 Aug 2020,17,79.25,0.0,6452.153,0.0
USEP,11 Aug 2020,18,93.17,0.0,6599.688,0.0
USEP,11 Aug 2020,19,249.69,0.0,6723.928,0.0
USEP,11 Aug 2020,20,340.19,0.0,6797.827,0.0
USEP,11 Aug 2020,21,221.75,0.0,6829.55,0.0
USEP,11 Aug 2020,22,551.24,0.0,7033.559,0.0
USEP,11 Aug 2020,23,370.0,0.0,6936.694,0.0
USEP,11 Aug 2020,24,362.66,0.0,6930.869,0.0
USEP,11 Aug 2020,25,197.63,0.0,6884.379,0.0
USEP,11 Aug 2020,26,254.16,0.0,6878.619,0.0
USEP,11 Aug 2020,27,290.99,0.0,6902.793,0.0
USEP,11 Aug 2020,28,339.82,0.0,6941.683,0.0
USEP,11 Aug 2020,29,325.9,0.0,6966.742,0.0
USEP,11 Aug 2020,30,282.72,0.0,6954.839,0.0
USEP,11 Aug 2020,31,118.96,0.0,6919.473,0.0
USEP,11 Aug 2020,32,107.87,0.0,6909.682,0.0
USEP,11 Aug 2020,33,202.54,0.0,6946.778,0.0
USEP,11 Aug 2020,34,97.97,0.0,6922.743,0.0
USEP,11 Aug 2020,35,75.11,0.0,6877.009,0.0
USEP,11 Aug 2020,36,69.52,0.0,6785.64,0.0
USEP,11 Aug 2020,37,68.49,0.0,6697.254,0.0
USEP,11 Aug 2020,38,68.34,0.0,6667.136,0.0
USEP,11 Aug 2020,39,69.04,0.0,6664.919,0.0
USEP,11 Aug 2020,40,68.48,0.0,6638.031,0.0
USEP,11 Aug 2020,41,69.86,0.0,6594.355,0.0
USEP,11 Aug 2020,42,69.64,0.0,6568.705,0.0
USEP,11 Aug 2020,43,68.9,0.0,6509.701,0.0
USEP,11 Aug 2020,44,64.31,0.0,6409.605,0.0
USEP,11 Aug 2020,45,61.09,0.0,6281.658,0.0
USEP,11 Aug 2020,46,60.34,0.0,6169.326,0.0
USEP,11 Aug 2020,47,60.23,0.0,6049.414,0.0
USEP,11 Aug 2020,48,60.77,0.0,6080.283,0.0
USEP,12 Aug 2020,1,73.81,0.0,6115.804,0.0
USEP,12 Aug 2020,2,71.75,0.0,6001.658,0.0
USEP,12 Aug 2020,3,63.6,0.0,5724.063,0.0
USEP,12 Aug 2020,4,62.59,0.0,5642.804,0.0
USEP,12 Aug 2020,5,59.47,0.0,5585.197,0.0
USEP,12 Aug 2020,6,59.57,0.0,5546.624,0.0
USEP,12 Aug 2020,7,59.5,0.0,5506.457,0.0
USEP,12 Aug 2020,8,59.51,0.0,5479.236,0.0
USEP,12 Aug 2020,9,59.32,0.0,5469.286,0.0
USEP,12 Aug 2020,10,59.41,0.0,5492.665,0.0
USEP,12 Aug 2020,11,59.56,0.0,5556.4,0.0
USEP,12 Aug 2020,12,63.59,0.0,5683.458,0.0
USEP,12 Aug 2020,13,63.6,0.0,5856.708,0.0
USEP,12 Aug 2020,14,66.47,0.0,6009.48,0.0
USEP,12 Aug 2020,15,63.64,0.0,6206.223,0.0
USEP,12 Aug 2020,16,68.75,0.0,6425.042,0.0
USEP,12 Aug 2020,17,66.49,0.0,6603.44,0.0
USEP,12 Aug 2020,18,68.22,0.0,6701.444,0.0
USEP,12 Aug 2020,19,68.83,0.0,6748.579,0.0
USEP,12 Aug 2020,20,68.85,0.0,6780.049,0.0
USEP,12 Aug 2020,21,68.85,0.0,6789.964,0.0
USEP,12 Aug 2020,22,69.48,0.0,6760.249,0.0
USEP,12 Aug 2020,23,68.86,0.0,6713.297,0.0
USEP,12 Aug 2020,24,61.63,0.0,6661.738,0.0
USEP,12 Aug 2020,25,64.22,0.0,6632.798,0.0
USEP,12 Aug 2020,26,65.49,0.0,6627.445,0.0
USEP,12 Aug 2020,27,66.53,0.0,6657.052,0.0
USEP,12 Aug 2020,28,68.87,0.0,6771.724,0.0
USEP,12 Aug 2020,29,69.66,0.0,6829.58,0.0
USEP,12 Aug 2020,30,69.86,0.0,6825.689,0.0
USEP,12 Aug 2020,31,69.66,0.0,6804.994,0.0
USEP,12 Aug 2020,32,69.48,0.0,6774.508,0.0
USEP,12 Aug 2020,33,68.86,0.0,6746.691,0.0
USEP,12 Aug 2020,34,67.74,0.0,6696.489,0.0
USEP,12 Aug 2020,35,68.55,0.0,6629.031,0.0
USEP,12 Aug 2020,36,65.12,0.0,6548.343,0.0
USEP,12 Aug 2020,37,63.64,0.0,6476.854,0.0
USEP,12 Aug 2020,38,64.75,0.0,6499.602,0.0
USEP,12 Aug 2020,39,65.67,0.0,6490.442,0.0
USEP,12 Aug 2020,40,65.68,0.0,6458.977,0.0
USEP,12 Aug 2020,41,65.68,0.0,6447.979,0.0
USEP,12 Aug 2020,42,66.55,0.0,6400.624,0.0
USEP,12 Aug 2020,43,66.55,0.0,6353.191,0.0
USEP,12 Aug 2020,44,62.04,0.0,6231.371,0.0
USEP,12 Aug 2020,45,60.43,0.0,6057.908,0.0
USEP,12 Aug 2020,46,58.9,0.0,5903.55,0.0
USEP,12 Aug 2020,47,58.77,0.0,5808.225,0.0
USEP,12 Aug 2020,48,58.9,0.0,5764.191,0.0
USEP,13 Aug 2020,1,62.61,0.0,5679.318,0.0
USEP,13 Aug 2020,2,60.21,0.0,5555.073,0.0
USEP,13 Aug 2020,3,59.08,0.0,5430.759,0.0
USEP,13 Aug 2020,4,58.43,0.0,5354.41,0.0
USEP,13 Aug 2020,5,58.49,0.0,5282.573,0.0
USEP,13 Aug 2020,6,58.39,0.0,5250.06,0.0
USEP,13 Aug 2020,7,58.31,0.0,5215.245,0.0
USEP,13 Aug 2020,8,58.3,0.0,5207.417,0.0
USEP,13 Aug 2020,9,58.4,0.0,5203.222,0.0
USEP,13 Aug 2020,10,58.5,0.0,5238.827,0.0
USEP,13 Aug 2020,11,60.44,0.0,5312.408,0.0
USEP,13 Aug 2020,12,60.02,0.0,5439.541,0.0
USEP,13 Aug 2020,13,61.12,0.0,5604.972,0.0
USEP,13 Aug 2020,14,65.62,0.0,5751.761,0.0
USEP,13 Aug 2020,15,63.58,0.0,5915.538,0.0
USEP,13 Aug 2020,16,65.66,0.0,6115.202,0.0
USEP,13 Aug 2020,17,63.26,0.0,6337.491,0.0
USEP,13 Aug 2020,18,66.54,0.0,6484.856,0.0
USEP,13 Aug 2020,19,69.86,0.0,6591.482,0.0
USEP,13 Aug 2020,20,69.87,0.0,6644.328,0.0
USEP,13 Aug 2020,21,69.08,0.0,6651.928,0.0
USEP,13 Aug 2020,22,69.08,0.0,6647.151,0.0
USEP,13 Aug 2020,23,70.68,0.0,6621.481,0.0
USEP,13 Aug 2020,24,75.12,0.0,6610.721,0.0
USEP,13 Aug 2020,25,67.54,0.0,6581.463,0.0
USEP,13 Aug 2020,26,67.54,0.0,6583.237,0.0
USEP,13 Aug 2020,27,67.55,0.0,6611.397,0.0
USEP,13 Aug 2020,28,68.52,0.0,6640.228,0.0
USEP,13 Aug 2020,29,69.89,0.0,6651.177,0.0
USEP,13 Aug 2020,30,69.88,0.0,6644.552,0.0
USEP,13 Aug 2020,31,70.2,0.0,6660.824,0.0
USEP,13 Aug 2020,32,70.67,0.0,6682.985,0.0
USEP,13 Aug 2020,33,70.68,0.0,6700.32,0.0
USEP,13 Aug 2020,34,70.5,0.0,6698.81,0.0
USEP,13 Aug 2020,35,70.5,0.0,6672.782,0.0
USEP,13 Aug 2020,36,69.86,0.0,6614.608,0.0
USEP,13 Aug 2020,37,67.53,0.0,6567.452,0.0
USEP,13 Aug 2020,38,68.75,0.0,6546.454,0.0
USEP,13 Aug 2020,39,69.86,0.0,6537.657,0.0
USEP,13 Aug 2020,40,69.86,0.0,6516.455,0.0
USEP,13 Aug 2020,41,69.86,0.0,6492.013,0.0
USEP,13 Aug 2020,42,70.69,0.0,6457.287,0.0
USEP,13 Aug 2020,43,70.2,0.0,6410.957,0.0
USEP,13 Aug 2020,44,67.55,0.0,6319.067,0.0
USEP,13 Aug 2020,45,62.68,0.0,6200.199,0.0
USEP,13 Aug 2020,46,61.65,0.0,6092.117,0.0
USEP,13 Aug 2020,47,61.17,0.0,5987.483,0.0
USEP,13 Aug 2020,48,58.61,0.0,5769.579,0.0
USEP,14 Aug 2020,1,60.63,0.0,5548.14,0.0
USEP,14 Aug 2020,2,59.98,0.0,5429.288,0.0
USEP,14 Aug 2020,3,60.32,0.0,5458.501,0.0
USEP,14 Aug 2020,4,59.97,0.0,5386.392,0.0
USEP,14 Aug 2020,5,59.96,0.0,5334.45,0.0
USEP,14 Aug 2020,6,58.82,0.0,5279.88,0.0
USEP,14 Aug 2020,7,58.77,0.0,5260.71,0.0
USEP,14 Aug 2020,8,58.34,0.0,5227.148,0.0
USEP,14 Aug 2020,9,58.34,0.0,5224.091,0.0
USEP,14 Aug 2020,10,58.68,0.0,5250.8,0.0
USEP,14 Aug 2020,11,59.75,0.0,5329.942,0.0
USEP,14 Aug 2020,12,60.37,0.0,5454.088,0.0
USEP,14 Aug 2020,13,60.71,0.0,5605.439,0.0
USEP,14 Aug 2020,14,64.48,0.0,5773.197,0.0
USEP,14 Aug 2020,15,63.16,0.0,5964.686,0.0
USEP,14 Aug 2020,16,69.81,0.0,6205.661,0.0
USEP,14 Aug 2020,17,65.99,0.0,6416.086,0.0
USEP,14 Aug 2020,18,66.69,0.0,6575.817,0.0
USEP,14 Aug 2020,19,70.47,0.0,6660.158,0.0
USEP,14 Aug 2020,20,70.81,0.0,6734.976,0.0
USEP,14 Aug 2020,21,70.99,0.0,6743.838,0.0
USEP,14 Aug 2020,22,70.88,0.0,6735.399,0.0
USEP,14 Aug 2020,23,70.21,0.0,6685.917,0.0
USEP,14 Aug 2020,24,62.73,0.0,6591.477,0.0
USEP,14 Aug 2020,25,61.76,0.0,6532.866,0.0
USEP,14 Aug 2020,26,62.68,0.0,6543.651,0.0
USEP,14 Aug 2020,27,60.8,0.0,6591.507,0.0
USEP,14 Aug 2020,28,61.6,0.0,6624.483,0.0
USEP,14 Aug 2020,29,62.73,0.0,6621.054,0.0
USEP,14 Aug 2020,30,62.68,0.0,6611.869,0.0
USEP,14 Aug 2020,31,63.48,0.0,6579.972,0.0
USEP,14 Aug 2020,32,61.53,0.0,6492.227,0.0
USEP,14 Aug 2020,33,61.63,0.0,6511.361,0.0
USEP,14 Aug 2020,34,61.14,0.0,6482.923,0.0
USEP,14 Aug 2020,35,60.61,0.0,6406.176,0.0
USEP,14 Aug 2020,36,59.82,0.0,6290.087,0.0
USEP,14 Aug 2020,37,59.21,0.0,6246.574,0.0
USEP,14 Aug 2020,38,60.92,0.0,6279.004,0.0
USEP,14 Aug 2020,39,61.3,0.0,6251.972,0.0
USEP,14 Aug 2020,40,59.92,0.0,6201.034,0.0
USEP,14 Aug 2020,41,59.62,0.0,6172.024,0.0
USEP,14 Aug 2020,42,61.34,0.0,6162.179,0.0
USEP,14 Aug 2020,43,60.67,0.0,6094.363,0.0
USEP,14 Aug 2020,44,59.68,0.0,5992.99,0.0
USEP,14 Aug 2020,45,59.35,0.0,5855.246,0.0
USEP,14 Aug 2020,46,58.37,0.0,5729.6,0.0
USEP,14 Aug 2020,47,57.21,0.0,5627.273,0.0
USEP,14 Aug 2020,48,47.91,0.0,5382.54,0.0
USEP,15 Aug 2020,1,56.05,0.0,5105.095,0.0
USEP,15 Aug 2020,2,52.38,0.0,4997.305,0.0
USEP,15 Aug 2020,3,56.43,0.0,5099.439,0.0
USEP,15 Aug 2020,4,56.11,0.0,5036.399,0.0
USEP,15 Aug 2020,5,51.81,0.0,4908.387,0.0
USEP,15 Aug 2020,6,51.3,0.0,4888.75,0.0
USEP,15 Aug 2020,7,55.38,0.0,4920.141,0.0
USEP,15 Aug 2020,8,53.43,0.0,4903.591,0.0
USEP,15 Aug 2020,9,52.31,0.0,4892.811,0.0
USEP,15 Aug 2020,10,53.42,0.0,4905.653,0.0
USEP,15 Aug 2020,11,53.42,0.0,4931.279,0.0
USEP,15 Aug 2020,12,55.4,0.0,5005.585,0.0
USEP,15 Aug 2020,13,56.06,0.0,5073.386,0.0
USEP,15 Aug 2020,14,56.88,0.0,5154.447,0.0
USEP,15 Aug 2020,15,58.55,0.0,5241.114,0.0
USEP,15 Aug 2020,16,60.74,0.0,5367.103,0.0
USEP,15 Aug 2020,17,61.35,0.0,5512.575,0.0
USEP,15 Aug 2020,18,62.94,0.0,5640.055,0.0
USEP,15 Aug 2020,19,62.44,0.0,5739.992,0.0
USEP,15 Aug 2020,20,63.6,0.0,5834.78,0.0
USEP,15 Aug 2020,21,65.41,0.0,5915.21,0.0
USEP,15 Aug 2020,22,66.64,0.0,5962.156,0.0
USEP,15 Aug 2020,23,66.75,0.0,5983.264,0.0
USEP,15 Aug 2020,24,65.64,0.0,5941.247,0.0
USEP,15 Aug 2020,25,64.08,0.0,5893.694,0.0
USEP,15 Aug 2020,26,63.36,0.0,5848.527,0.0
USEP,15 Aug 2020,27,63.52,0.0,5861.752,0.0
USEP,15 Aug 2020,28,63.51,0.0,5857.935,0.0
USEP,15 Aug 2020,29,63.61,0.0,5864.848,0.0
USEP,15 Aug 2020,30,63.61,0.0,5870.087,0.0
USEP,15 Aug 2020,31,63.8,0.0,5891.249,0.0
USEP,15 Aug 2020,32,64.01,0.0,5887.651,0.0
USEP,15 Aug 2020,33,64.01,0.0,5895.623,0.0
USEP,15 Aug 2020,34,65.63,0.0,5909.867,0.0
USEP,15 Aug 2020,35,65.64,0.0,5906.915,0.0
USEP,15 Aug 2020,36,64.0,0.0,5860.45,0.0
USEP,15 Aug 2020,37,63.7,0.0,5843.304,0.0
USEP,15 Aug 2020,38,63.8,0.0,5864.068,0.0
USEP,15 Aug 2020,39,65.64,0.0,5904.867,0.0
USEP,15 Aug 2020,40,65.65,0.0,5958.245,0.0
USEP,15 Aug 2020,41,66.66,0.0,5992.061,0.0
USEP,15 Aug 2020,42,66.66,0.0,5998.189,0.0
USEP,15 Aug 2020,43,66.66,0.0,5967.812,0.0
USEP,15 Aug 2020,44,64.63,0.0,5893.789,0.0
USEP,15 Aug 2020,45,62.15,0.0,5802.699,0.0
USEP,15 Aug 2020,46,66.65,0.0,5731.682,0.0
USEP,15 Aug 2020,47,66.74,0.0,5632.645,0.0
USEP,15 Aug 2020,48,65.61,0.0,5526.734,0.0
USEP,16 Aug 2020,1,66.61,0.0,5419.611,0.0
USEP,16 Aug 2020,2,60.48,0.0,5307.885,0.0
USEP,16 Aug 2020,3,59.26,0.0,5202.631,0.0
USEP,16 Aug 2020,4,59.03,0.0,5133.687,0.0
USEP,16 Aug 2020,5,58.77,0.0,5096.109,0.0
USEP,16 Aug 2020,6,58.44,0.0,5048.804,0.0
USEP,16 Aug 2020,7,58.44,0.0,5019.536,0.0
USEP,16 Aug 2020,8,58.13,0.0,4984.314,0.0
USEP,16 Aug 2020,9,58.12,0.0,4967.575,0.0
USEP,16 Aug 2020,10,58.13,0.0,4973.608,0.0
USEP,16 Aug 2020,11,58.55,0.0,4995.392,0.0
USEP,16 Aug 2020,12,58.83,0.0,5042.453,0.0
USEP,16 Aug 2020,13,59.37,0.0,5098.042,0.0
USEP,16 Aug 2020,14,59.68,0.0,5121.257,0.0
USEP,16 Aug 2020,15,59.05,0.0,5125.953,0.0
USEP,16 Aug 2020,16,59.89,0.0,5181.821,0.0
USEP,16 Aug 2020,17,60.14,0.0,5251.501,0.0
USEP,16 Aug 2020,18,60.54,0.0,5334.534,0.0
USEP,16 Aug 2020,19,60.55,0.0,5421.092,0.0
USEP,16 Aug 2020,20,60.98,0.0,5492.565,0.0
USEP,16 Aug 2020,21,60.88,0.0,5553.517,0.0
USEP,16 Aug 2020,22,61.41,0.0,5606.259,0.0
USEP,16 Aug 2020,23,60.87,0.0,5581.374,0.0
USEP,16 Aug 2020,24,60.88,0.0,5576.608,0.0
USEP,16 Aug 2020,25,60.57,0.0,5578.333,0.0
USEP,16 Aug 2020,26,60.56,0.0,5576.792,0.0
USEP,16 Aug 2020,27,60.15,0.0,5563.224,0.0
USEP,16 Aug 2020,28,60.15,0.0,5559.064,0.0
USEP,16 Aug 2020,29,60.56,0.0,5586.27,0.0
USEP,16 Aug 2020,30,60.56,0.0,5597.885,0.0
USEP,16 Aug 2020,31,60.57,0.0,5634.941,0.0
USEP,16 Aug 2020,32,60.57,0.0,5646.953,0.0
USEP,16 Aug 2020,33,60.56,0.0,5648.191,0.0
USEP,16 Aug 2020,34,60.57,0.0,5643.663,0.0
USEP,16 Aug 2020,35,60.89,0.0,5664.512,0.0
USEP,16 Aug 2020,36,62.01,0.0,5698.289,0.0
USEP,16 Aug 2020,37,63.09,0.0,5751.642,0.0
USEP,16 Aug 2020,38,65.31,0.0,5842.503,0.0
USEP,16 Aug 2020,39,65.64,0.0,5914.359,0.0
USEP,16 Aug 2020,40,66.66,0.0,5953.846,0.0
USEP,16 Aug 2020,41,66.77,0.0,5984.407,0.0
USEP,16 Aug 2020,42,69.73,0.0,6013.014,0.0
USEP,16 Aug 2020,43,69.39,0.0,5993.864,0.0
USEP,16 Aug 2020,44,66.81,0.0,5932.028,0.0
USEP,16 Aug 2020,45,62.14,0.0,5821.102,0.0
USEP,16 Aug 2020,46,61.77,0.0,5741.483,0.0
USEP,16 Aug 2020,47,65.65,0.0,5665.641,0.0
USEP,16 Aug 2020,48,65.6,0.0,5511.377,0.0
USEP,17 Aug 2020,1,66.7,0.0,5330.777,0.0
USEP,17 Aug 2020,2,65.3,0.0,5239.771,0.0
USEP,17 Aug 2020,3,62.55,0.0,5189.221,0.0
USEP,17 Aug 2020,4,60.55,0.0,5136.793,0.0
USEP,17 Aug 2020,5,60.37,0.0,5091.422,0.0
USEP,17 Aug 2020,6,59.44,0.0,5056.478,0.0
USEP,17 Aug 2020,7,58.79,0.0,5010.083,0.0
USEP,17 Aug 2020,8,58.78,0.0,4995.869,0.0
USEP,17 Aug 2020,9,58.78,0.0,4991.664,0.0
USEP,17 Aug 2020,10,58.96,0.0,5019.019,0.0
USEP,17 Aug 2020,11,59.44,0.0,5089.583,0.0
USEP,17 Aug 2020,12,63.55,0.0,5225.781,0.0
USEP,17 Aug 2020,13,65.6,0.0,5401.565,0.0
USEP,17 Aug 2020,14,67.55,0.0,5591.2,0.0
USEP,17 Aug 2020,15,69.15,0.0,5820.769,0.0
USEP,17 Aug 2020,16,71.65,0.0,6071.153,0.0
USEP,17 Aug 2020,17,69.79,0.0,6288.685,0.0
USEP,17 Aug 2020,18,72.17,0.0,6437.551,0.0
USEP,17 Aug 2020,19,91.11,0.0,6513.388,0.0
USEP,17 Aug 2020,20,72.27,0.0,6557.288,0.0
USEP,17 Aug 2020,21,71.25,0.0,6571.592,0.0
USEP,17 Aug 2020,22,72.18,0.0,6570.002,0.0
USEP,17 Aug 2020,23,70.92,0.0,6565.941,0.0
USEP,17 Aug 2020,24,70.92,0.0,6541.176,0.0
USEP,17 Aug 2020,25,69.83,0.0,6477.495,0.0
USEP,17 Aug 2020,26,68.78,0.0,6453.957,0.0
USEP,17 Aug 2020,27,67.06,0.0,6461.169,0.0
USEP,17 Aug 2020,28,68.96,0.0,6492.027,0.0
USEP,17 Aug 2020,29,67.07,0.0,6517.434,0.0
USEP,17 Aug 2020,30,68.19,0.0,6537.061,0.0
USEP,17 Aug 2020,31,69.05,0.0,6574.877,0.0
USEP,17 Aug 2020,32,69.06,0.0,6568.824,0.0
USEP,17 Aug 2020,33,69.5,0.0,6567.959,0.0
USEP,17 Aug 2020,34,70.28,0.0,6582.119,0.0
USEP,17 Aug 2020,35,72.19,0.0,6564.306,0.0
USEP,17 Aug 2020,36,70.82,0.0,6498.056,0.0
USEP,17 Aug 2020,37,70.27,0.0,6439.693,0.0
USEP,17 Aug 2020,38,70.27,0.0,6420.141,0.0
USEP,17 Aug 2020,39,69.89,0.0,6375.446,0.0
USEP,17 Aug 2020,40,66.78,0.0,6315.647,0.0
USEP,17 Aug 2020,41,65.75,0.0,6274.784,0.0
USEP,17 Aug 2020,42,65.66,0.0,6244.606,0.0
USEP,17 Aug 2020,43,63.18,0.0,6165.071,0.0
USEP,17 Aug 2020,44,62.12,0.0,6043.49,0.0
USEP,17 Aug 2020,45,62.31,0.0,5895.14,0.0
USEP,17 Aug 2020,46,60.4,0.0,5756.239,0.0
USEP,17 Aug 2020,47,60.22,0.0,5618.575,0.0
USEP,17 Aug 2020,48,58.41,0.0,5455.186,0.0
USEP,18 Aug 2020,1,60.31,0.0,5296.007,0.0
USEP,18 Aug 2020,2,59.45,0.0,5198.754,0.0
USEP,18 Aug 2020,3,59.3,0.0,5161.35,0.0
USEP,18 Aug 2020,4,58.46,0.0,5105.745,0.0
USEP,18 Aug 2020,5,57.51,0.0,5056.821,0.0
USEP,18 Aug 2020,6,57.45,0.0,5011.315,0.0
USEP,18 Aug 2020,7,56.41,0.0,4975.631,0.0
USEP,18 Aug 2020,8,57.37,0.0,4972.515,0.0
USEP,18 Aug 2020,9,57.37,0.0,4989.0,0.0
USEP,18 Aug 2020,10,57.58,0.0,5023.76,0.0
USEP,18 Aug 2020,11,57.82,0.0,5092.714,0.0
USEP,18 Aug 2020,12,58.9,0.0,5218.962,0.0
USEP,18 Aug 2020,13,60.17,0.0,5378.439,0.0
USEP,18 Aug 2020,14,63.5,0.0,5559.79,0.0
USEP,18 Aug 2020,15,62.44,0.0,5771.412,0.0
USEP,18 Aug 2020,16,63.61,0.0,6014.679,0.0
USEP,18 Aug 2020,17,63.62,0.0,6206.173,0.0
USEP,18 Aug 2020,18,64.64,0.0,6339.314,0.0
USEP,18 Aug 2020,19,69.82,0.0,6446.497,0.0
USEP,18 Aug 2020,20,70.9,0.0,6520.431,0.0
USEP,18 Aug 2020,21,71.6,0.0,6564.594,0.0
USEP,18 Aug 2020,22,70.91,0.0,6570.26,0.0
USEP,18 Aug 2020,23,70.92,0.0,6588.187,0.0
USEP,18 Aug 2020,24,70.99,0.0,6572.124,0.0
USEP,18 Aug 2020,25,69.9,0.0,6552.473,0.0
USEP,18 Aug 2020,26,70.75,0.0,6532.583,0.0
USEP,18 Aug 2020,27,70.92,0.0,6545.723,0.0
USEP,18 Aug 2020,28,70.82,0.0,6562.383,0.0
USEP,18 Aug 2020,29,71.71,0.0,6573.873,0.0
USEP,18 Aug 2020,30,70.91,0.0,6583.341,0.0
USEP,18 Aug 2020,31,70.8,0.0,6540.371,0.0
USEP,18 Aug 2020,32,70.6,0.0,6503.394,0.0
USEP,18 Aug 2020,33,71.68,0.0,6475.925,0.0
USEP,18 Aug 2020,34,69.82,0.0,6466.81,0.0
USEP,18 Aug 2020,35,69.71,0.0,6428.471,0.0
USEP,18 Aug 2020,36,64.64,0.0,6346.317,0.0
USEP,18 Aug 2020,37,64.64,0.0,6302.407,0.0
USEP,18 Aug 2020,38,64.64,0.0,6297.099,0.0
USEP,18 Aug 2020,39,64.63,0.0,6285.007,0.0
USEP,18 Aug 2020,40,63.9,0.0,6269.466,0.0
USEP,18 Aug 2020,41,66.77,0.0,6243.503,0.0
USEP,18 Aug 2020,42,65.13,0.0,6212.38,0.0
USEP,18 Aug 2020,43,63.7,0.0,6148.238,0.0
USEP,18 Aug 2020,44,61.34,0.0,6030.19,0.0
USEP,18 Aug 2020,45,62.59,0.0,5884.162,0.0
USEP,18 Aug 2020,46,60.4,0.0,5746.498,0.0
USEP,18 Aug 2020,47,59.54,0.0,5612.193,0.0
USEP,18 Aug 2020,48,58.87,0.0,5480.26,0.0
USEP,19 Aug 2020,1,59.99,0.0,5347.889,0.0
USEP,19 Aug 2020,2,59.28,0.0,5250.074,0.0
USEP,19 Aug 2020,3,58.91,0.0,5171.503,0.0
USEP,19 Aug 2020,4,58.81,0.0,5107.331,0.0
USEP,19 Aug 2020,5,58.66,0.0,5059.152,0.0
USEP,19 Aug 2020,6,58.61,0.0,5023.497,0.0
